usr_login,usr_mdp,nom,prenom,est_etudiant,est_retraite
océane.laporte,laporte213,Laporte,Océane,FALSE,FALSE
joseph.fabre,fabre970,Fabre,Joseph,TRUE,FALSE
alexandria.godard,godard925,Godard,Alexandria,FALSE,FALSE
thibault.dubois,dubois195,Dubois,Thibault,FALSE,FALSE
lucas.mace,mace303,Mace,Lucas,FALSE,FALSE
nathalie.perret,perret670,Perret,Nathalie,FALSE,TRUE
susan.humbert,humbert463,Humbert,Susan,TRUE,TRUE
luce.gomez,gomez961,Gomez,Luce,FALSE,FALSE
noël.dupuis,dupuis830,Dupuis,Noël,FALSE,TRUE
élodie.besnard,besnard542,Besnard,Élodie,FALSE,FALSE
christelle.lefèvre,lefèvre559,Lefèvre,Christelle,TRUE,TRUE
mathilde.martel,martel268,Martel,Mathilde,FALSE,FALSE
henriette.leblanc,leblanc890,Leblanc,Henriette,FALSE,TRUE
arnaude.samson,samson544,Samson,Arnaude,FALSE,FALSE
tristan.hebert,hebert647,Hebert,Tristan,FALSE,FALSE
geneviève.michaud,michaud319,Michaud,Geneviève,TRUE,TRUE
aimée.delaunay,delaunay335,Delaunay,Aimée,FALSE,FALSE
cécile.briand,briand461,Briand,Cécile,FALSE,FALSE
lucie.monnier,monnier553,Monnier,Lucie,TRUE,TRUE
victor.bernier,bernier924,Bernier,Victor,FALSE,TRUE
marcelle.clément,clément898,Clément,Marcelle,FALSE,FALSE
françois.gallet,gallet933,Gallet,François,FALSE,FALSE
agathe.grégoire,grégoire183,Grégoire,Agathe,FALSE,FALSE
claudine.pinto,pinto368,Pinto,Claudine,FALSE,FALSE
benoît.étienne,étienne418,Étienne,Benoît,TRUE,FALSE
thierry.pasquier,pasquier899,Pasquier,Thierry,TRUE,TRUE
sylvie.moulin,moulin671,Moulin,Sylvie,FALSE,TRUE
nath.ramos,ramos342,Ramos,Nath,TRUE,TRUE
rené.godard,godard834,Godard,René,FALSE,TRUE
hélène.weiss,weiss848,Weiss,Hélène,TRUE,TRUE
henri.descamps,descamps616,Descamps,Henri,FALSE,FALSE
christiane.ruiz,ruiz376,Ruiz,Christiane,TRUE,TRUE
adrienne.barbier,barbier334,Barbier,Adrienne,FALSE,TRUE
nicole.de oliveira,de oliveira407,De Oliveira,Nicole,TRUE,FALSE
bernadette.perret,perret340,Perret,Bernadette,FALSE,TRUE
richard.merle,merle173,Merle,Richard,TRUE,FALSE
laure.petitjean,petitjean694,Petitjean,Laure,FALSE,TRUE
étienne.valentin,valentin683,Valentin,Étienne,FALSE,FALSE
robert.delannoy,delannoy910,Delannoy,Robert,TRUE,FALSE
lorraine.fernandez,fernandez198,Fernandez,Lorraine,FALSE,TRUE
alain.baudry,baudry143,Baudry,Alain,TRUE,TRUE
colette.martin,martin561,Martin,Colette,TRUE,FALSE
laurent.torres,torres835,Torres,Laurent,TRUE,TRUE
thierry.clerc,clerc681,Clerc,Thierry,TRUE,TRUE
andré.gautier,gautier239,Gautier,André,TRUE,TRUE
dominique.marie,marie325,Marie,Dominique,FALSE,TRUE
thibaut.lebreton,lebreton633,Lebreton,Thibaut,FALSE,TRUE
david.faivre,faivre959,Faivre,David,TRUE,TRUE
thomas.daniel,daniel377,Daniel,Thomas,TRUE,TRUE
denise.étienne,étienne191,Étienne,Denise,FALSE,TRUE
josette.vidal,vidal907,Vidal,Josette,TRUE,FALSE
astrid.boyer,boyer509,Boyer,Astrid,TRUE,FALSE
auguste.lecoq,lecoq707,Lecoq,Auguste,TRUE,TRUE
françoise.moreno,moreno288,Moreno,Françoise,FALSE,FALSE
alain.vidal,vidal321,Vidal,Alain,FALSE,FALSE
anastasie.bonneau,bonneau851,Bonneau,Anastasie,TRUE,FALSE
auguste.simon,simon762,Simon,Auguste,FALSE,TRUE
bertrand.rémy,rémy208,Rémy,Bertrand,FALSE,TRUE
daniel.blanchet,blanchet855,Blanchet,Daniel,TRUE,FALSE
geneviève.da silva,da silva714,Da Silva,Geneviève,FALSE,FALSE
jacques.fischer,fischer757,Fischer,Jacques,FALSE,TRUE
alix.dupont,dupont481,Dupont,Alix,TRUE,FALSE
célina.fournier,fournier787,Fournier,Célina,FALSE,TRUE
pénélope.bourdon,bourdon419,Bourdon,Pénélope,TRUE,FALSE
simone.dubois,dubois923,Dubois,Simone,TRUE,FALSE
maryse.hernandez,hernandez303,Hernandez,Maryse,FALSE,TRUE
isabelle.raynaud,raynaud112,Raynaud,Isabelle,FALSE,FALSE
david.reynaud,reynaud727,Reynaud,David,FALSE,TRUE
noël.bègue,bègue993,Bègue,Noël,TRUE,FALSE
roland.gaudin,gaudin865,Gaudin,Roland,TRUE,FALSE
catherine.perret,perret595,Perret,Catherine,FALSE,FALSE
hélène.perret,perret368,Perret,Hélène,FALSE,TRUE
louise.da silva,da silva395,Da Silva,Louise,TRUE,TRUE
zoé.leroy,leroy754,Leroy,Zoé,FALSE,TRUE
manon.voisin,voisin152,Voisin,Manon,TRUE,TRUE
victoire.lamy,lamy513,Lamy,Victoire,TRUE,FALSE
jeannine.raynaud,raynaud699,Raynaud,Jeannine,TRUE,FALSE
rémy.noël,noël484,Noël,Rémy,TRUE,FALSE
alex.joseph,joseph636,Joseph,Alex,FALSE,TRUE
agathe.françois,françois931,François,Agathe,TRUE,FALSE
élodie.chevallier,chevallier482,Chevallier,Élodie,FALSE,TRUE
marc.fernandez,fernandez587,Fernandez,Marc,TRUE,TRUE
martine.grégoire,grégoire855,Grégoire,Martine,TRUE,FALSE
franck.david,david192,David,Franck,FALSE,TRUE
nathalie.reynaud,reynaud610,Reynaud,Nathalie,TRUE,TRUE
matthieu.boyer,boyer900,Boyer,Matthieu,FALSE,FALSE
thibault.maréchal,maréchal653,Maréchal,Thibault,TRUE,FALSE
grégoire.pasquier,pasquier850,Pasquier,Grégoire,FALSE,FALSE
suzanne.launay,launay460,Launay,Suzanne,TRUE,TRUE
virginie.ledoux,ledoux755,Ledoux,Virginie,TRUE,TRUE
colette.cohen,cohen138,Cohen,Colette,TRUE,TRUE
alexandrie.coulon,coulon452,Coulon,Alexandrie,FALSE,TRUE
virginie.auger,auger515,Auger,Virginie,FALSE,TRUE
clémence.noël,noël328,Noël,Clémence,TRUE,TRUE
éléonore.maillot,maillot590,Maillot,Éléonore,TRUE,TRUE
agnès.rolland,rolland418,Rolland,Agnès,FALSE,FALSE
vincent.guichard,guichard320,Guichard,Vincent,TRUE,FALSE
danielle.de sousa,de sousa900,De Sousa,Danielle,TRUE,FALSE
andrée.lagarde,lagarde791,Lagarde,Andrée,FALSE,FALSE
thomas.bailly,bailly199,Bailly,Thomas,FALSE,FALSE
joseph.laine,laine564,Laine,Joseph,FALSE,TRUE
vincent.joubert,joubert667,Joubert,Vincent,TRUE,TRUE
hortense.robert,robert412,Robert,Hortense,TRUE,FALSE
lucy.boulanger,boulanger841,Boulanger,Lucy,FALSE,TRUE
alfred.alves,alves203,Alves,Alfred,FALSE,TRUE
william.gaudin,gaudin879,Gaudin,William,TRUE,TRUE
brigitte.ollivier,ollivier316,Ollivier,Brigitte,TRUE,FALSE
adrien.gaudin,gaudin343,Gaudin,Adrien,TRUE,TRUE
martine.lacombe,lacombe108,Lacombe,Martine,FALSE,FALSE
martin.cohen,cohen797,Cohen,Martin,TRUE,TRUE
jacqueline.torres,torres138,Torres,Jacqueline,TRUE,FALSE
paulette.delaunay,delaunay558,Delaunay,Paulette,FALSE,FALSE
catherine.bousquet,bousquet466,Bousquet,Catherine,TRUE,TRUE
gilles.descamps,descamps383,Descamps,Gilles,TRUE,FALSE
margot.chauvin,chauvin342,Chauvin,Margot,TRUE,FALSE
luce.lambert,lambert468,Lambert,Luce,FALSE,TRUE
théodore.masse,masse836,Masse,Théodore,TRUE,TRUE
alain.briand,briand297,Briand,Alain,TRUE,FALSE
clémence.hamel,hamel787,Hamel,Clémence,TRUE,FALSE
colette.dupuy,dupuy742,Dupuy,Colette,FALSE,TRUE
olivie.peltier,peltier807,Peltier,Olivie,TRUE,TRUE
lorraine.bazin,bazin857,Bazin,Lorraine,TRUE,FALSE
christiane.allain,allain144,Allain,Christiane,FALSE,TRUE
charles.turpin,turpin265,Turpin,Charles,FALSE,TRUE
jeanne.peltier,peltier161,Peltier,Jeanne,TRUE,FALSE
zacharie.vasseur,vasseur544,Vasseur,Zacharie,FALSE,TRUE
jeannine.lombard,lombard132,Lombard,Jeannine,TRUE,FALSE
hortense.guillon,guillon622,Guillon,Hortense,TRUE,FALSE
josette.renault,renault276,Renault,Josette,FALSE,TRUE
claudine.torres,torres267,Torres,Claudine,FALSE,FALSE
monique.dumas,dumas200,Dumas,Monique,FALSE,TRUE
hélène.martin,martin799,Martin,Hélène,TRUE,FALSE
capucine.charles,charles317,Charles,Capucine,FALSE,TRUE
yves.bailly,bailly660,Bailly,Yves,TRUE,TRUE
danielle.aubert,aubert263,Aubert,Danielle,FALSE,FALSE
inès.boutin,boutin706,Boutin,Inès,TRUE,FALSE
arnaude.lévy,lévy641,Lévy,Arnaude,TRUE,FALSE
astrid.weber,weber906,Weber,Astrid,TRUE,FALSE
stéphane.paris,paris677,Paris,Stéphane,FALSE,FALSE
paulette.pottier,pottier567,Pottier,Paulette,FALSE,TRUE
honoré.chartier,chartier912,Chartier,Honoré,TRUE,FALSE
bernard.regnier,regnier657,Regnier,Bernard,FALSE,FALSE
astrid.brun,brun690,Brun,Astrid,FALSE,FALSE
bertrand.laine,laine188,Laine,Bertrand,TRUE,FALSE
dominique.roussel,roussel749,Roussel,Dominique,TRUE,TRUE
michelle.meunier,meunier691,Meunier,Michelle,FALSE,TRUE
christophe.blanc,blanc297,Blanc,Christophe,TRUE,FALSE
constance.pires,pires717,Pires,Constance,FALSE,TRUE
alfred.couturier,couturier112,Couturier,Alfred,FALSE,FALSE
michelle.martin,martin417,Martin,Michelle,TRUE,FALSE
juliette.bouvier,bouvier493,Bouvier,Juliette,TRUE,FALSE
roland.jourdan,jourdan503,Jourdan,Roland,TRUE,TRUE
adèle.gauthier,gauthier568,Gauthier,Adèle,FALSE,FALSE
daniel.lebrun,lebrun956,Lebrun,Daniel,TRUE,TRUE
valentine.gomez,gomez507,Gomez,Valentine,TRUE,FALSE
élisabeth.germain,germain515,Germain,Élisabeth,FALSE,FALSE
martin.chevallier,chevallier356,Chevallier,Martin,TRUE,FALSE
éric.pires,pires907,Pires,Éric,TRUE,FALSE
joséphine.martin,martin112,Martin,Joséphine,FALSE,TRUE
anouk.langlois,langlois768,Langlois,Anouk,TRUE,FALSE
thibaut.bonneau,bonneau111,Bonneau,Thibaut,FALSE,TRUE
inès.leduc,leduc292,Leduc,Inès,FALSE,FALSE
nathalie.lesage,lesage847,Lesage,Nathalie,FALSE,FALSE
margaux.leroux,leroux577,Leroux,Margaux,TRUE,FALSE
william.auger,auger597,Auger,William,TRUE,TRUE
gabriel.mary,mary721,Mary,Gabriel,TRUE,FALSE
alix.chauvet,chauvet360,Chauvet,Alix,FALSE,FALSE
geneviève.henry,henry254,Henry,Geneviève,TRUE,FALSE
denis.perez,perez387,Perez,Denis,FALSE,TRUE
laurence.bigot,bigot386,Bigot,Laurence,FALSE,TRUE
tristan.picard,picard181,Picard,Tristan,FALSE,TRUE
andré.baudry,baudry863,Baudry,André,TRUE,TRUE
claire.louis,louis386,Louis,Claire,TRUE,TRUE
philippe.munoz,munoz129,Munoz,Philippe,FALSE,FALSE
alice.lefort,lefort482,Lefort,Alice,FALSE,FALSE
alphonse.cousin,cousin224,Cousin,Alphonse,FALSE,TRUE
geneviève.tanguy,tanguy172,Tanguy,Geneviève,TRUE,TRUE
philippine.pinto,pinto714,Pinto,Philippine,TRUE,TRUE
alexandrie.hoareau,hoareau898,Hoareau,Alexandrie,TRUE,TRUE
margaux.leleu,leleu654,Leleu,Margaux,FALSE,FALSE
julien.gros,gros886,Gros,Julien,TRUE,FALSE
maggie.pires,pires595,Pires,Maggie,FALSE,FALSE
charlotte.boulay,boulay182,Boulay,Charlotte,TRUE,TRUE
claude.lefebvre,lefebvre314,Lefebvre,Claude,FALSE,TRUE
georges.picard,picard903,Picard,Georges,FALSE,FALSE
madeleine.marty,marty303,Marty,Madeleine,TRUE,TRUE
cécile.loiseau,loiseau297,Loiseau,Cécile,TRUE,TRUE
susan.duval,duval610,Duval,Susan,FALSE,TRUE
arthur.berger,berger807,Berger,Arthur,TRUE,TRUE
lucie.gautier,gautier904,Gautier,Lucie,TRUE,FALSE
auguste.maurice,maurice443,Maurice,Auguste,FALSE,TRUE
noël.benoit,benoit515,Benoit,Noël,TRUE,TRUE
gilbert.riou,riou521,Riou,Gilbert,FALSE,TRUE
alain.fontaine,fontaine877,Fontaine,Alain,TRUE,FALSE
dominique.gauthier,gauthier713,Gauthier,Dominique,FALSE,FALSE
philippe.lecoq,lecoq862,Lecoq,Philippe,TRUE,FALSE
patricia.roger,roger727,Roger,Patricia,FALSE,FALSE
gabrielle.albert,albert597,Albert,Gabrielle,TRUE,FALSE
joséphine.poulain,poulain317,Poulain,Joséphine,TRUE,FALSE
étienne.lemaire,lemaire920,Lemaire,Étienne,FALSE,FALSE
laetitia.vaillant,vaillant183,Vaillant,Laetitia,TRUE,FALSE
william.gaillard,gaillard599,Gaillard,William,FALSE,TRUE
lucy.labbé,labbé841,Labbé,Lucy,FALSE,FALSE
matthieu.joseph,joseph165,Joseph,Matthieu,TRUE,FALSE
alexandria.peron,peron752,Peron,Alexandria,TRUE,TRUE
bernadette.fischer,fischer930,Fischer,Bernadette,FALSE,TRUE
éléonore.bruneau,bruneau662,Bruneau,Éléonore,TRUE,TRUE
raymond.jacquet,jacquet498,Jacquet,Raymond,FALSE,FALSE
benjamin.gimenez,gimenez689,Gimenez,Benjamin,TRUE,TRUE
marcel.royer,royer908,Royer,Marcel,TRUE,FALSE
christophe.barre,barre723,Barre,Christophe,FALSE,TRUE
michèle.boucher,boucher187,Boucher,Michèle,TRUE,TRUE
suzanne.bourdon,bourdon184,Bourdon,Suzanne,FALSE,TRUE
alex.lelièvre,lelièvre278,Lelièvre,Alex,TRUE,FALSE
gilbert.lejeune,lejeune754,Lejeune,Gilbert,FALSE,FALSE
lucie.tanguy,tanguy710,Tanguy,Lucie,TRUE,TRUE
nathalie.gimenez,gimenez260,Gimenez,Nathalie,TRUE,TRUE
dorothée.mace,mace911,Mace,Dorothée,FALSE,TRUE
xavier.lefort,lefort715,Lefort,Xavier,TRUE,FALSE
christiane.barbe,barbe142,Barbe,Christiane,TRUE,TRUE
bernard.mace,mace322,Mace,Bernard,TRUE,FALSE
émile.gonzalez,gonzalez174,Gonzalez,Émile,FALSE,FALSE
marcel.le gall,le gall315,Le Gall,Marcel,TRUE,FALSE
alice.rousseau,rousseau414,Rousseau,Alice,TRUE,TRUE
raymond.allain,allain975,Allain,Raymond,TRUE,FALSE
joséphine.leleu,leleu461,Leleu,Joséphine,FALSE,TRUE
philippine.imbert,imbert566,Imbert,Philippine,FALSE,TRUE
margot.normand,normand477,Normand,Margot,TRUE,FALSE
juliette.reynaud,reynaud868,Reynaud,Juliette,FALSE,TRUE
jacques.olivier,olivier860,Olivier,Jacques,FALSE,TRUE
arthur.martins,martins237,Martins,Arthur,TRUE,TRUE
lucy.verdier,verdier949,Verdier,Lucy,FALSE,TRUE
adélaïde.martineau,martineau195,Martineau,Adélaïde,TRUE,FALSE
gilles.briand,briand563,Briand,Gilles,TRUE,FALSE
olivier.couturier,couturier153,Couturier,Olivier,TRUE,TRUE
michelle.noël,noël810,Noël,Michelle,FALSE,FALSE
claudine.legros,legros256,Legros,Claudine,FALSE,TRUE
océane.maréchal,maréchal806,Maréchal,Océane,TRUE,TRUE
arnaude.marie,marie312,Marie,Arnaude,FALSE,TRUE
adrienne.hubert,hubert340,Hubert,Adrienne,TRUE,FALSE
jérôme.peron,peron207,Peron,Jérôme,TRUE,TRUE
célina.morin,morin233,Morin,Célina,TRUE,FALSE
martine.delattre,delattre356,Delattre,Martine,FALSE,TRUE
georges.dumont,dumont817,Dumont,Georges,FALSE,TRUE
adrien.étienne,étienne195,Étienne,Adrien,FALSE,TRUE
pierre.leroy,leroy461,Leroy,Pierre,TRUE,FALSE
chantal.pineau,pineau696,Pineau,Chantal,TRUE,TRUE
christelle.faure,faure218,Faure,Christelle,FALSE,FALSE
emmanuelle.chartier,chartier119,Chartier,Emmanuelle,TRUE,TRUE
jacques.joubert,joubert811,Joubert,Jacques,FALSE,TRUE
marthe.pasquier,pasquier959,Pasquier,Marthe,TRUE,TRUE
noémi.jacquet,jacquet191,Jacquet,Noémi,FALSE,TRUE
joséphine.devaux,devaux777,Devaux,Joséphine,FALSE,FALSE
juliette.weber,weber708,Weber,Juliette,FALSE,TRUE
josette.marty,marty967,Marty,Josette,FALSE,FALSE
benjamin.garnier,garnier360,Garnier,Benjamin,TRUE,FALSE
claire.humbert,humbert714,Humbert,Claire,TRUE,TRUE
maurice.lesage,lesage698,Lesage,Maurice,FALSE,TRUE
paulette.peron,peron595,Peron,Paulette,TRUE,TRUE
michèle.brun,brun722,Brun,Michèle,FALSE,TRUE
louis.perrin,perrin205,Perrin,Louis,FALSE,TRUE
claude.garnier,garnier907,Garnier,Claude,TRUE,FALSE
christelle.deschamps,deschamps538,Deschamps,Christelle,FALSE,TRUE
frédéric.aubert,aubert816,Aubert,Frédéric,FALSE,FALSE
margot.gillet,gillet427,Gillet,Margot,TRUE,FALSE
simone.clément,clément343,Clément,Simone,TRUE,TRUE
margot.marchand,marchand303,Marchand,Margot,FALSE,TRUE
antoinette.chevalier,chevalier115,Chevalier,Antoinette,TRUE,TRUE
sophie.le goff,le goff267,Le Goff,Sophie,FALSE,TRUE
luc.vasseur,vasseur367,Vasseur,Luc,FALSE,TRUE
benjamin.lamy,lamy354,Lamy,Benjamin,FALSE,TRUE
gabriel.gay,gay755,Gay,Gabriel,FALSE,FALSE
thierry.bernard,bernard822,Bernard,Thierry,FALSE,FALSE
louis.moulin,moulin789,Moulin,Louis,TRUE,FALSE
andré.lemaire,lemaire634,Lemaire,André,TRUE,FALSE
claudine.hardy,hardy855,Hardy,Claudine,FALSE,FALSE
gabriel.bouvier,bouvier978,Bouvier,Gabriel,TRUE,FALSE
aimée.maillot,maillot740,Maillot,Aimée,FALSE,FALSE
émilie.teixeira,teixeira264,Teixeira,Émilie,TRUE,TRUE
julien.goncalves,goncalves618,Goncalves,Julien,FALSE,FALSE
astrid.labbé,labbé600,Labbé,Astrid,TRUE,TRUE
andré.vincent,vincent718,Vincent,André,TRUE,TRUE
anastasie.delorme,delorme269,Delorme,Anastasie,FALSE,TRUE
bernard.jean,jean644,Jean,Bernard,FALSE,TRUE
manon.martins,martins917,Martins,Manon,FALSE,FALSE
valentine.berger,berger836,Berger,Valentine,FALSE,TRUE
isabelle.hubert,hubert322,Hubert,Isabelle,FALSE,TRUE
mathilde.leclerc,leclerc474,Leclerc,Mathilde,TRUE,TRUE
alex.étienne,étienne125,Étienne,Alex,FALSE,FALSE
louise.collin,collin624,Collin,Louise,TRUE,FALSE
xavier.berthelot,berthelot638,Berthelot,Xavier,TRUE,FALSE
alexandre.guyot,guyot858,Guyot,Alexandre,TRUE,FALSE
manon.morel,morel910,Morel,Manon,TRUE,FALSE
édith.joly,joly545,Joly,Édith,TRUE,FALSE
margaret.lebrun,lebrun851,Lebrun,Margaret,FALSE,TRUE
émilie.marques,marques765,Marques,Émilie,TRUE,TRUE
aurélie.gérard,gérard730,Gérard,Aurélie,TRUE,FALSE
valentine.lucas,lucas818,Lucas,Valentine,TRUE,FALSE
raymond.adam,adam412,Adam,Raymond,FALSE,FALSE
virginie.martins,martins322,Martins,Virginie,FALSE,FALSE
édith.pinto,pinto367,Pinto,Édith,FALSE,TRUE
émilie.fernandes,fernandes226,Fernandes,Émilie,FALSE,FALSE
christelle.hoareau,hoareau413,Hoareau,Christelle,TRUE,TRUE
charles.leleu,leleu261,Leleu,Charles,TRUE,TRUE
rené.roger,roger649,Roger,René,FALSE,FALSE
henri.gros,gros473,Gros,Henri,FALSE,FALSE
alexandrie.giraud,giraud799,Giraud,Alexandrie,TRUE,TRUE
françoise.rousset,rousset599,Rousset,Françoise,FALSE,TRUE
frédérique.tanguy,tanguy253,Tanguy,Frédérique,FALSE,FALSE
jeannine.laporte,laporte922,Laporte,Jeannine,FALSE,TRUE
françois.dupuy,dupuy745,Dupuy,François,FALSE,TRUE
nathalie.masse,masse910,Masse,Nathalie,TRUE,TRUE
louise.ferreira,ferreira421,Ferreira,Louise,TRUE,FALSE
augustin.de sousa,de sousa672,De Sousa,Augustin,TRUE,TRUE
léon.becker,becker500,Becker,Léon,TRUE,FALSE
hortense.guyon,guyon621,Guyon,Hortense,TRUE,TRUE
inès.gérard,gérard704,Gérard,Inès,FALSE,FALSE
alex.didier,didier413,Didier,Alex,TRUE,TRUE
georges.bonnin,bonnin725,Bonnin,Georges,TRUE,FALSE
clémence.pons,pons727,Pons,Clémence,FALSE,FALSE
édouard.riou,riou789,Riou,Édouard,TRUE,FALSE
isaac.bègue,bègue610,Bègue,Isaac,TRUE,FALSE
amélie.roussel,roussel138,Roussel,Amélie,TRUE,TRUE
thérèse.giraud,giraud241,Giraud,Thérèse,FALSE,TRUE
nath.gosselin,gosselin152,Gosselin,Nath,FALSE,TRUE
jean.martin,martin291,Martin,Jean,TRUE,TRUE
hortense.laporte,laporte454,Laporte,Hortense,TRUE,FALSE
noël.didier,didier875,Didier,Noël,TRUE,FALSE
margaud.poirier,poirier338,Poirier,Margaud,FALSE,FALSE
marthe.grégoire,grégoire310,Grégoire,Marthe,TRUE,FALSE
matthieu.pages,pages783,Pages,Matthieu,FALSE,TRUE
alexandrie.fontaine,fontaine160,Fontaine,Alexandrie,FALSE,FALSE
henri.gimenez,gimenez508,Gimenez,Henri,FALSE,TRUE
franck.lévêque,lévêque578,Lévêque,Franck,TRUE,TRUE
sébastien.bernier,bernier127,Bernier,Sébastien,TRUE,FALSE
virginie.joubert,joubert572,Joubert,Virginie,TRUE,TRUE
martine.mercier,mercier149,Mercier,Martine,TRUE,TRUE
anaïs.roussel,roussel119,Roussel,Anaïs,TRUE,TRUE
alexandria.langlois,langlois307,Langlois,Alexandria,TRUE,TRUE
jacqueline.martinez,martinez657,Martinez,Jacqueline,TRUE,FALSE
arthur.pruvost,pruvost743,Pruvost,Arthur,FALSE,TRUE
margot.mace,mace949,Mace,Margot,FALSE,TRUE
patrick.morel,morel580,Morel,Patrick,FALSE,FALSE
marc.germain,germain378,Germain,Marc,FALSE,TRUE
maurice.guibert,guibert809,Guibert,Maurice,TRUE,FALSE
alexandrie.vasseur,vasseur946,Vasseur,Alexandrie,TRUE,FALSE
laurent.hebert,hebert914,Hebert,Laurent,TRUE,FALSE
amélie.charpentier,charpentier829,Charpentier,Amélie,TRUE,TRUE
éric.gaillard,gaillard632,Gaillard,Éric,FALSE,TRUE
richard.bigot,bigot746,Bigot,Richard,TRUE,TRUE
manon.jourdan,jourdan189,Jourdan,Manon,TRUE,TRUE
jules.jacob,jacob410,Jacob,Jules,TRUE,TRUE
célina.fontaine,fontaine418,Fontaine,Célina,FALSE,FALSE
victoire.lefèvre,lefèvre194,Lefèvre,Victoire,TRUE,FALSE
frédérique.regnier,regnier530,Regnier,Frédérique,FALSE,FALSE
marguerite.charrier,charrier647,Charrier,Marguerite,FALSE,TRUE
maurice.albert,albert520,Albert,Maurice,FALSE,TRUE
hélène.deschamps,deschamps207,Deschamps,Hélène,TRUE,FALSE
marguerite.mendès,mendès124,Mendès,Marguerite,FALSE,FALSE
michel.sanchez,sanchez252,Sanchez,Michel,FALSE,FALSE
danielle.reynaud,reynaud619,Reynaud,Danielle,TRUE,FALSE
célina.alves,alves953,Alves,Célina,TRUE,TRUE
xavier.étienne,étienne246,Étienne,Xavier,FALSE,TRUE
célina.bazin,bazin273,Bazin,Célina,FALSE,FALSE
élodie.boucher,boucher765,Boucher,Élodie,FALSE,FALSE
chantal.meyer,meyer153,Meyer,Chantal,FALSE,FALSE
emmanuelle.pierre,pierre679,Pierre,Emmanuelle,TRUE,FALSE
alain.dubois,dubois994,Dubois,Alain,TRUE,FALSE
julien.nguyen,nguyen374,Nguyen,Julien,FALSE,FALSE
michel.georges,georges559,Georges,Michel,TRUE,TRUE
bernard.leroy,leroy822,Leroy,Bernard,TRUE,FALSE
sabine.garnier,garnier420,Garnier,Sabine,FALSE,TRUE
alix.lagarde,lagarde833,Lagarde,Alix,FALSE,FALSE
céline.mahe,mahe269,Mahe,Céline,TRUE,TRUE
véronique.maury,maury953,Maury,Véronique,FALSE,TRUE
sophie.dufour,dufour501,Dufour,Sophie,FALSE,TRUE
maurice.joly,joly865,Joly,Maurice,FALSE,FALSE
inès.renard,renard141,Renard,Inès,TRUE,TRUE
diane.bonnin,bonnin706,Bonnin,Diane,TRUE,FALSE
michèle.henry,henry705,Henry,Michèle,FALSE,TRUE
susanne.lopez,lopez382,Lopez,Susanne,TRUE,TRUE
aurore.imbert,imbert594,Imbert,Aurore,FALSE,FALSE
emmanuel.rivière,rivière134,Rivière,Emmanuel,TRUE,TRUE
danielle.philippe,philippe430,Philippe,Danielle,FALSE,TRUE
laure.gomes,gomes871,Gomes,Laure,TRUE,TRUE
jérôme.lacombe,lacombe197,Lacombe,Jérôme,FALSE,FALSE
anaïs.parent,parent287,Parent,Anaïs,TRUE,TRUE
sébastien.david,david284,David,Sébastien,FALSE,TRUE
noémi.duhamel,duhamel348,Duhamel,Noémi,TRUE,FALSE
bernard.deschamps,deschamps782,Deschamps,Bernard,TRUE,TRUE
juliette.marchand,marchand615,Marchand,Juliette,TRUE,FALSE
éléonore.launay,launay920,Launay,Éléonore,FALSE,TRUE
jacques.michel,michel786,Michel,Jacques,TRUE,FALSE
pauline.bernard,bernard259,Bernard,Pauline,TRUE,FALSE
georges.carre,carre181,Carre,Georges,FALSE,FALSE
david.colas,colas461,Colas,David,TRUE,FALSE
roger.foucher,foucher974,Foucher,Roger,FALSE,FALSE
charlotte.lucas,lucas273,Lucas,Charlotte,FALSE,FALSE
adrienne.coste,coste833,Coste,Adrienne,FALSE,TRUE
michel.leclercq,leclercq980,Leclercq,Michel,FALSE,FALSE
isaac.aubry,aubry433,Aubry,Isaac,TRUE,TRUE
odette.rodrigues,rodrigues487,Rodrigues,Odette,TRUE,TRUE
frédérique.chartier,chartier605,Chartier,Frédérique,FALSE,TRUE
honoré.rocher,rocher726,Rocher,Honoré,TRUE,TRUE
caroline.cordier,cordier811,Cordier,Caroline,FALSE,TRUE
anaïs.bouvier,bouvier494,Bouvier,Anaïs,TRUE,FALSE
nathalie.bouchet,bouchet906,Bouchet,Nathalie,FALSE,TRUE
roland.guilbert,guilbert431,Guilbert,Roland,FALSE,TRUE
diane.laroche,laroche380,Laroche,Diane,FALSE,TRUE
hortense.delannoy,delannoy755,Delannoy,Hortense,FALSE,TRUE
marthe.gay,gay491,Gay,Marthe,TRUE,FALSE
benjamin.brun,brun554,Brun,Benjamin,FALSE,TRUE
margot.gaillard,gaillard686,Gaillard,Margot,TRUE,FALSE
roger.dupuis,dupuis477,Dupuis,Roger,TRUE,FALSE
guy.da silva,da silva189,Da Silva,Guy,FALSE,FALSE
monique.jacquot,jacquot766,Jacquot,Monique,TRUE,TRUE
josette.guyon,guyon596,Guyon,Josette,FALSE,FALSE
gabrielle.carre,carre662,Carre,Gabrielle,TRUE,TRUE
françoise.lefèvre,lefèvre494,Lefèvre,Françoise,FALSE,TRUE
anastasie.julien,julien372,Julien,Anastasie,FALSE,TRUE
alex.legrand,legrand522,Legrand,Alex,TRUE,TRUE
marguerite.fischer,fischer920,Fischer,Marguerite,FALSE,TRUE
gabrielle.alexandre,alexandre473,Alexandre,Gabrielle,TRUE,FALSE
alice.fernandes,fernandes472,Fernandes,Alice,FALSE,TRUE
